CLIENTNUM,Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2,Gender_F,Gender_M,Education_Level_College,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$120K +,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver
700000091,23,0,44,1,0,7,22820.405115851605,452.4084764352537,7572.797090500633,0.43093155811889966,9932.418892979878,111,0.6924397938758864,0.6675933855635847,0.9615691883882517,0.15245702695532315,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
700000092,18,5,18,1,4,6,19276.05370154518,3049.159027493473,14304.25372003724,0.7565036450793572,8453.245963946412,58,0.9548242661945681,0.44441945275120154,0.8029334114092528,0.1174123415402302,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
700000093,63,0,14,5,1,7,16053.371768950323,2395.9093881486547,1128.2306122576742,0.7094973931513876,6012.836472394927,57,0.9962068430727987,0.5336025467268785,0.9215810185586889,0.15297665230842566,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
700000094,60,4,32,3,6,7,19776.766710483487,4490.152744749935,6465.316266119332,1.4124414537555678,1373.8771591986324,30,0.8750198753323198,0.19455832318530097,0.8332663215486285,0.12347035148259485,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
700000095,64,3,46,2,3,5,21768.369552472614,1363.120003667669,10631.952987371113,0.44626331200433705,3126.6655682528644,104,1.3312989519367069,0.7997810954240216,0.8369170259074067,0.05905565784406202,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
700000096,53,3,15,6,6,5,16956.569722531593,217.06266427409582,16012.208702053547,1.4416840106479885,9223.371392121802,127,0.9182102044004778,0.5935385691231472,0.9587487700761033,0.12932118268457202,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
700000097,25,0,37,3,4,3,8969.375030895946,4113.071592568392,10881.587214394689,1.1010598791497646,1885.2620506026885,78,0.5016170492938361,0.7368737449441821,0.9725594155086457,0.043347960018155135,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
700000098,52,3,18,3,1,0,12336.273881259925,2972.381675930865,12670.78804204965,1.4853426242578647,2478.3764120726305,94,1.1110094941048512,0.4427169667795271,0.8891581829154458,0.14490337027972364,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
700000099,36,3,37,6,1,7,8950.65933023437,397.096844944933,2598.627115112548,1.373029049596942,3282.076208421772,145,0.7403472950457608,0.34356047477570395,0.9234311566791293,0.08848198729613391,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
700000100,44,4,19,6,1,2,16455.775809988725,1621.668765576878,8658.546869925849,1.103384346237828,14915.02073770693,11,0.7355331262151904,0.995480490704257,0.8892704702395284,0.06671390989444008,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
700000101,30,4,42,1,6,7,12874.857737150913,2113.4455669809477,20634.257875576626,0.3014840157112913,4862.370071122198,145,1.254539952947675,0.9271778194794527,0.8469284163710907,0.07986318316186164,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
700000102,73,3,12,1,5,4,3694.945187002308,1285.2363321603993,19803.598713160492,1.3376234304402483,9323.052983566973,47,0.49116482474277634,0.06310903307915017,0.8235298056947118,0.045471460019219756,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
700000103,44,0,20,1,2,2,12512.46399515422,2236.012702524178,15214.561167335123,0.9188153132357972,13831.18361160905,95,0.9798904346057022,0.3910427630581744,0.900230599836402,0.07943575548584221,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
700000104,41,1,41,6,5,2,23910.88265290478,1523.395695490204,2482.522434755678,0.7835762145181937,3016.105467304376,139,0.5683373213955735,0.9573228878945872,0.9146082857861699,0.18654614809525097,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
700000105,53,5,12,6,5,5,6070.320190551964,2512.8303823172123,10267.24418042167,0.4756487905946989,5829.249123227206,145,0.8738808276576867,0.5061075548467509,0.846510271673076,0.01599307887186039,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
700000106,35,4,17,5,2,5,18474.041751443085,1823.9910957226473,9968.290608399106,0.977329308814659,3280.8456060819785,98,0.36979655460657096,0.9948663171697671,0.8115561121992734,0.13900704577171064,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
700000107,38,0,39,6,5,2,6155.225247686198,3458.0902778465966,15642.266020036057,1.0598275512161568,3818.9717702758976,110,1.038263325877213,0.30625362078661167,0.9247791672583278,0.10540829278233033,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
700000108,79,4,46,3,3,5,24998.598971439355,3668.0719028070102,19347.969894212823,0.31323751731437666,6534.232973606542,88,0.9985778757359667,0.6809748272382445,0.8379389696349355,0.12378963860154431,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
700000109,38,4,29,5,4,7,15147.76727386451,548.6809933875176,13925.007479855478,0.845252801471953,12743.17769972443,126,0.8858893644261338,0.15004866469398426,0.8649351853780121,0.14747141547755993,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
700000110,46,5,53,5,1,4,4861.205121164811,510.7476482876905,16637.957582082367,1.4313973696959141,12228.810193726757,57,0.6056047464552614,0.8408715794259226,0.807685269792465,0.18035239842708473,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
700000111,76,5,19,1,6,0,2932.9091762600087,2592.0401097260205,4179.14052001752,1.1849205224657826,7927.21785178378,110,0.35739698447292656,0.038021848237454914,0.9492414514963677,0.13180710684073615,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
700000112,37,4,51,2,6,5,29756.063857237947,4853.749788353351,23586.727046993223,1.2406112121212085,5645.199723724911,14,0.9595392524627093,0.8305344564048399,0.8137425665036536,0.08485937717697763,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
700000113,19,1,14,1,3,5,8560.68569767758,346.27153142929967,24015.74969286026,0.8739063534911085,13489.311661892289,19,1.2584570299854894,0.29282203670096474,0.9959940658717701,0.12037631792726443,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
700000114,28,1,26,1,1,6,3755.3392707768353,1879.9644497065572,13977.252541224821,0.7663833583558164,2873.4151212468714,41,0.8952574064158638,0.012714889986893518,0.998483080097894,0.13429098697892866,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
700000115,58,1,32,5,5,4,29373.521085217282,3740.9595298949876,14166.424025021213,0.516713517810361,1280.944001471379,95,1.2038248030960834,0.26933129830202507,0.9079112440991011,0.14558943534614863,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
700000116,67,2,34,4,4,5,16724.8789592636,2951.7384522938646,12954.833399448858,0.6570581415825847,8692.818896455734,39,1.3479874990329692,0.6362913539792481,0.9522243074086316,0.0320143269909146,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
700000117,22,2,12,4,2,7,26514.678092316222,3287.801563890115,8117.758785185078,1.190817660687011,12319.216574965334,75,0.7264614824228873,0.7837917844853972,0.9108453028264033,0.0010459227085825474,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
700000118,31,5,45,5,0,3,10481.016873804294,744.4402516622234,7987.3032795102645,1.3519809141938406,14946.847895595087,141,0.7624510596568341,0.6433651799117843,0.9560799552294549,0.04344181953824211,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
700000119,57,4,21,6,5,3,6258.2591178396515,1938.367973751971,10357.01455482062,1.3491149647322853,7896.590831232966,12,0.377824313379562,0.5799837874281313,0.9122969175919048,0.1121320188832342,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
700000120,48,3,30,1,6,5,5320.99234832806,3477.0782416402662,18775.167615935025,1.4783630285353744,3542.7089254179364,109,0.9207228677299312,0.44019899795549056,0.8294905053412568,0.06563855072186231,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
700000121,76,3,58,3,0,3,9683.861804264714,867.4003713297863,16120.05497952063,0.8953996609358633,3084.660770117303,56,1.3077627427627405,0.383832951933044,0.9143744542454373,0.11755387217243965,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
700000122,20,4,54,1,5,5,18007.893673472503,3488.3531376003757,23275.614610454264,1.2390983278216054,1313.973499535045,44,0.8155881752867221,0.8727302504846018,0.9683867133583617,0.03722028356925546,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
700000123,23,1,15,6,6,6,15397.373418303692,2184.253513075898,18372.95160198372,1.2186154787893317,2804.168431205627,69,0.457619289773888,0.39883602970372944,0.9845246116175579,0.09441208683939967,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
700000124,47,5,39,3,6,3,23826.671475446517,4874.17326390556,9594.573800304957,0.8146642546332463,12749.44682614731,79,0.37843938907726227,0.4875711936733843,0.8067227200366566,0.012530640691070905,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
700000125,67,0,38,6,6,6,1632.8785064891956,3318.9484308779456,24103.163638231985,0.9722018201542103,14083.92569947983,129,0.6121893491544613,0.7308209649807298,0.9962594180994493,0.05130601248884956,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
700000126,66,2,36,5,3,0,6307.447882807088,110.17580148752093,18140.19697174627,0.8015879206445812,1788.1835537696836,95,0.9734673459390298,0.5233909113743664,0.8229537743738435,0.172027938669887,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
700000127,34,1,17,6,5,1,15056.192326771363,828.8727008163787,23669.604601506915,1.3199704457767942,10200.82389127207,107,1.3343842900851266,0.46016226448843967,0.9498567425391553,0.05811751196127102,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
700000128,52,2,43,5,3,1,10576.23688127343,3783.757528443175,13224.953557846466,0.545857528980855,13228.536133204592,125,1.3446941100552083,0.23879621138153928,0.8902478688361977,0.19699793122817502,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
700000129,73,5,14,4,0,1,15436.562732994416,527.368499783153,16591.112565745203,1.2865237927202706,6016.090108859654,60,0.534731127653418,0.18672329577304148,0.8188072208868533,0.07133419482835295,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
700000130,72,0,58,6,1,1,13980.485269286291,2789.100959646007,4567.840678696789,1.0361677663670115,5764.960681193152,36,0.6322853848533707,0.9835214727152221,0.8281423056097518,0.040403133680498,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
700000131,60,4,15,6,5,5,3420.4584646921153,4412.081842036694,20188.286618317612,0.9062481282919659,14523.33592125797,72,0.8824307797918646,0.12243389835894103,0.9450371096054782,0.06460223967724277,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
700000132,44,4,36,3,0,3,21861.2550487056,4451.290265089011,2445.4613237542235,1.1777957884084347,3217.473189414942,18,1.2828762166339873,0.5407937549855444,0.9420485597246623,0.06287002263674968,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
700000133,26,4,35,2,5,2,26514.835504599163,2627.1745627284645,6486.328549268421,0.4355318500934083,1764.102283561552,43,0.7175296938985999,0.45035097890541265,0.9497652673926613,0.13022951697633484,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
700000134,28,5,26,3,2,0,4661.67750537058,3380.88781037717,8465.048378076624,1.1235926360233168,1509.7966483548832,133,1.4900911406014066,0.07267087161001629,0.8154156023902922,0.06807601853333499,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
700000135,38,2,57,4,5,3,26264.929985628507,3830.3238826765128,19816.959909705816,1.0979818841711944,4274.159434707043,143,1.1048787742870008,0.56044063098044,0.8221978938426963,0.0894111087612851,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
700000136,79,2,30,6,6,5,14893.031829997184,90.00044472607493,10825.379018691561,0.33261001930901296,14510.529455248574,92,1.4673315874705029,0.8260390516665719,0.9398630750252408,0.1678921819001534,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
700000137,77,0,30,4,5,7,21406.89334636308,2703.4923832245518,2865.0945197882997,0.5902725939106067,679.8585260210644,129,0.6405941364282243,0.8245348080870322,0.8148481745976773,0.04527029886829719,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
700000138,21,3,19,2,0,4,18203.425533114143,4461.512490698261,5040.589398453504,0.39476299462899433,3972.8974636883027,122,0.6423484060287797,0.4291825933963569,0.8535553350976669,0.1578321693177463,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
700000139,37,4,14,4,0,4,3721.8612598773298,4548.134097182962,16895.406441982923,1.2951441591801065,13245.194054092875,74,0.33017034993272726,0.6944504561307088,0.8164414127423564,0.18213531588702792,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
700000140,43,3,40,6,4,2,13912.137256258857,3944.0113195267977,16170.336248853206,1.1117116348060707,2409.5548578445587,13,0.761413593173775,0.4876670686212644,0.9304448519090945,0.19010621051724072,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
700000141,25,5,17,6,0,1,11493.739702949022,2362.466775032568,1618.3942648084014,0.4680289170639812,4513.807462973934,102,0.8675656153146122,0.6225196957297452,0.8939487525981368,0.08949362826449157,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
700000142,66,5,19,3,3,3,9262.332624397864,2314.2597750792534,11244.19296916717,0.5622118012249563,6253.554282751588,63,1.4181044633193796,0.39701504123719167,0.8174185533591544,0.12341330322356026,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
700000143,72,0,50,5,2,5,29791.68833097304,657.4455994899081,7230.922375228228,0.7734912907171757,6616.508588813055,85,1.3587102673138172,0.6709430047425079,0.8516346508382339,0.13492157058324325,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
700000144,22,0,38,6,6,5,8470.609389677933,297.6235017388584,15292.98859726,1.1239078961911282,2160.070751955624,136,1.0951974156712265,0.09228479207325724,0.9192643037720737,0.10991673134442873,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
700000145,32,0,50,2,6,4,20681.42874350438,1809.5999541893248,15044.689384609192,0.31215742083329207,9723.392672938362,127,0.4388851280144464,0.1543215652830794,0.8343696962654189,0.12757541853272678,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
700000146,33,5,51,2,0,0,13238.993543701532,1475.203538270781,12407.012098041274,0.9926398640814609,1134.2165484797367,71,0.9703708757405104,0.34316735317265823,0.9458346975098896,0.13045832971838794,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
700000147,53,2,56,1,4,5,23880.569637703007,2232.0975820079107,20060.318342699637,1.2869068484019341,12934.653896088614,88,1.2112212309031356,0.0988736176406354,0.9779304066035133,0.002461940603215118,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
700000148,50,1,39,5,6,3,2298.5750646353786,3809.534100662077,23692.788632841883,0.7077225925813414,7999.971034857813,135,1.0151866106201781,0.10125991461515893,0.969427897938757,0.10621706897704858,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
700000149,18,3,56,2,4,5,1798.564876214499,2527.2755895522496,24118.42647438371,0.7610480555829603,1065.442182336218,116,0.7655841119362433,0.16002493646319405,0.8046704192656372,0.15124272279003537,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
700000150,75,4,48,2,3,4,14746.18642601152,2220.638565828758,24874.02033995338,0.9544573454619629,1778.924704953125,68,1.4533625824891114,0.38948189490242036,0.8771023809473845,0.06807742085090114,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
700000151,30,1,56,6,4,2,25317.927232182017,1780.9282355879707,20756.966858012267,1.150816469144438,3068.97841644205,94,0.710937574601656,0.27024769213078326,0.9932834771732815,0.11154176525000879,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
700000152,30,1,22,4,2,4,29821.603278091246,4401.573810744635,15773.445974906283,0.9832528334187393,9499.57695745647,94,0.4775809768390017,0.8525577819015535,0.9421769433364638,0.1813885617669668,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
700000153,71,4,58,4,5,4,22629.941120183346,2746.61239701587,1914.6557707947575,1.1169070715525826,7268.340119852225,21,1.4635292722177144,0.9491121430894405,0.9025804832294395,0.01873448414118204,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
700000154,55,2,44,6,6,6,18566.903791032644,4593.6735530318865,9375.568133915483,1.1708597558639389,13469.562073951367,91,0.8321470036582849,0.6021169853547795,0.9182813518844977,0.16131786846525542,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
700000155,34,0,44,3,6,5,8425.379388043675,153.95024830223923,24302.55953856942,0.5648945861433381,11143.431557544942,123,0.8722121619813805,0.6877220424305607,0.9445413915396457,0.1385064863074216,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
700000156,58,2,41,1,5,6,29725.83495033387,1003.2550870188062,24868.891718219948,0.4077745851393288,533.604444619801,76,1.185443422273836,0.8341445970006758,0.9480952263907039,0.02857005746016772,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
700000157,18,3,46,2,6,7,12573.905454137968,3615.7474323231477,7368.194289392262,1.124887636963485,855.227499880959,84,0.7185846407633751,0.11099809879131484,0.9616470420018445,0.18953760519289417,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
700000158,55,1,51,1,6,1,24040.950790231713,3535.4323863334907,1730.5372808673571,0.3874822024414842,6341.662598173238,120,0.5533349653993634,0.8634007668570018,0.8802612048439424,0.05850301821414836,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
700000159,46,4,50,1,0,0,7358.944895792396,168.3458910693636,5758.38779484067,0.7993457136853107,11514.36571614705,40,1.3663908963184783,0.5030839507798364,0.8898699484079284,0.11717295769070385,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
700000160,67,5,39,6,3,4,24314.79671902309,2762.5048370394456,13244.162361613404,0.47145115360729406,11742.519180845466,21,0.8960345073815358,0.2842740929275167,0.8267656725999387,0.12591153937834731,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
700000161,74,0,40,2,1,7,18211.087126302107,4478.633629630865,14790.029686419612,0.8603615999563329,5435.375821433559,130,0.3992585538292242,0.9308873720608084,0.9653429319862037,0.02598598490714026,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
700000162,53,1,26,3,4,2,27388.35117177737,1886.5902698159641,24119.92120400765,0.4071474294306875,10461.77936429702,69,1.059254254498321,0.7038570916343312,0.8008726539300619,0.033390617749439744,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
700000163,41,3,22,1,3,6,28375.48685553308,1344.8401579769297,12147.461892326806,1.061207687653445,14992.260599126645,110,0.8982849594068509,0.38512011990250006,0.9731640330444711,0.09519354620233118,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
700000164,61,0,18,1,4,1,17010.01157494796,2078.987503437251,18131.518506957997,0.7453939377428902,13111.566061884807,63,1.356188085505782,0.21574067917645412,0.9355626400620088,0.12155042445054452,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
700000165,20,3,17,4,3,4,20783.622538171705,2340.770706505152,14689.793756680692,0.4024096037811898,1123.6008020706224,22,0.3697103424964197,0.1115122123212764,0.9031723805424656,0.0535185353455943,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
700000166,55,1,33,1,3,5,12995.637572640422,2464.3229222372333,10405.098807744293,0.9371252140945125,9129.409286132382,33,1.1698277991780204,0.8776470196507814,0.8083313636765366,0.07952951591840723,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
700000167,64,0,51,4,1,3,4640.956228116948,84.73832444790497,19368.876188048853,1.268586644837859,2243.0048222483556,143,0.8226091505666288,0.33209936539313645,0.8683607410984365,0.14780531155759175,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
700000168,33,2,47,5,6,3,25564.763982533084,117.97482322764563,22514.734814533564,1.239838095958351,11815.453791779217,54,0.7776063515454034,0.3029157288331926,0.8131389717908732,0.04564707269873983,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
700000169,77,3,37,4,1,7,28339.005253729254,3925.947715742042,24787.533588323404,0.9533787993603154,14460.141078671488,37,1.2323136123926706,0.20498120952681642,0.9451254400548832,0.12394691428661785,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
700000170,62,2,22,5,4,7,19442.686507748127,1940.8285306349776,17016.192240633543,0.6118859750913994,5505.287023166053,61,0.7048081692204281,0.7249811699240525,0.9077626018079238,0.01212578521329364,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
700000171,22,3,52,3,5,0,28780.089510646343,2648.2986197280993,6426.385705765785,0.900724285385649,10354.494824659063,143,0.6296445780574703,0.8069654908839936,0.8919329740805323,0.10931542840645898,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
700000172,23,4,19,4,4,2,20556.120391680597,684.9953152683569,24877.04354846478,0.9326791929046951,6181.945297931644,79,0.4306719767772469,0.6365386467533544,0.8996472000998547,0.08133481399971663,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
700000173,28,4,36,2,2,6,3119.365298783435,3111.7163230862307,24538.857000676217,0.5281291797404731,11992.629186181557,68,0.7260492677423499,0.6983111572275728,0.879041185261994,0.1905793591995655,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
700000174,25,5,43,4,6,5,19577.840322917735,3333.002395233096,4486.143723309864,0.9781023749433075,11688.590209189812,95,1.02367716740462,0.8354078308421259,0.9568841716006835,0.07539710838525603,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
700000175,41,1,51,2,6,7,24439.98774712219,1269.1053907834744,6522.282263000749,0.7833172781547022,13472.320564875701,19,1.3816597159703219,0.15380702464160778,0.9980172752134964,0.19096939860769363,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
700000176,37,3,41,3,2,0,13886.595128003917,1377.739696097417,15739.969278089347,1.4909307472497346,6101.686009608756,100,0.7987246750888025,0.8472716677218594,0.9804472806924476,0.175471122441052,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
700000177,28,0,52,5,1,0,6081.431391068993,4333.851772530002,7420.729227437153,1.440551004690355,8933.523248343306,148,0.975989570439656,0.4275018313281117,0.8652676861863975,0.16793193114175808,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
700000178,22,4,25,4,6,1,26777.735296105264,2722.52884524614,5509.291708340439,0.6063708918047179,4787.572773603261,121,1.3260362419439222,0.20707580921085522,0.8142316570346866,0.013801518522563262,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
700000179,64,2,51,5,3,1,23443.28043134929,1763.0130296442908,20707.302478805774,0.918791287027744,7217.7579724555535,125,0.8102738225252327,0.03757109039890738,0.8255733602444836,0.15310935010317217,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
700000180,23,4,21,6,4,4,13686.975871638082,4413.67190336711,1771.5731178890708,0.5293424513952031,4996.225805969949,96,1.0315572139882823,0.8960407996572191,0.9636053498277386,0.05056272121784011,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
700000181,76,5,47,6,4,5,18128.497185844495,3305.0712712366017,2422.167499769537,0.953396350924638,10785.15201285284,18,0.622616090943412,0.6284340474189989,0.8963734958549233,0.07234205097191614,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
700000182,38,4,49,1,0,6,15757.826112140621,1846.4038510777054,23356.659132956967,1.2930075838478654,10609.536037689733,105,0.41788199062689657,0.8035181084349343,0.8244060988643698,0.02502505142834939,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
700000183,76,0,40,1,4,5,10732.703173825439,4892.627341945703,21485.161981824207,1.1414038339083117,11042.323043423157,118,1.436508800530223,0.49625875288236154,0.8761035419739789,0.0326070673863182,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
700000184,60,3,46,6,1,0,29137.456182055656,2188.3066407410174,6256.8484224008425,1.145845212052058,12348.358059225984,130,0.9411486622724109,0.5407345671331042,0.8859191887152129,0.06176688480146817,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
700000185,79,2,30,4,2,2,26093.57700835846,786.3660408985768,8089.802550622931,0.6480546383549243,13135.503495767387,124,0.9018185537756805,0.07089157589128536,0.862572632171026,0.18705941970906553,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
